Respondent Id,Completed Date,CSAT score,What are your most important reasons for giving us that score?,CONTRACT_ID,Sub-Product,How would you rate the service you received from the consultant handling your enquiry?,Weâd love to know what the consultant did to earn such a rating?,CALL_TYPE,SUBCATEGORY,How could the consultant improve how they handled your enquiry?,OPERATOR,PRIMARY_DIVISION,INTERACTION_DATE,"Thinking about your call, was your enquiry resolved?",Category Summary: What are your most important reasons for giving us that score?,CLASSIFICATION,Date Convert,Completed Date 2,Week Ending,Month,Bank IVR Skill,Tribe,CSAT Group,Theme - Good,Theme - Improve,CSAT Theme,ASAT Group,ASAT Theme,Other and Non product Validation,CSAT Verbatim Group,CSAT Days,CSAT Verbatim and Classification Group,ASAT Verbatim Group,ASAT Days,Tribe Copy,Supervisor,ID,Work Type,FCR,FCR Yes,FCR No,Wave,CSAT_Combined_Text,ASAT_Combined_Text,CSAT_Clean_Text,ASAT_Clean_Text
11195526,7/23/2025 11:25:58 PM,3,Online app short comings ie doesnât advise bonus int activated,824213425,AMP SAVER ACCOUNT,8,,Call - Inbound,,She was excellent,"Matsubara, Yuricia",Genpact BCC,2025-07-17,"Yes, on first call",ALL->Mobile App_; Digital Experience->Mobile App,,7/23/2025,2025-07-23,2025-07-27,2025-07-01,Bank Customer Deposit,EDB Existing Customer,Negative,,Technology,Technology,Positive,,,with CSAT Verbatim,1,Not Classified,with Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048439,Deposit | My AMP,Yes,1,0,1,Online app short comings ie doesnât advise bonus int activated ALL->Mobile App_; Digital Experience->Mobile App Technology Technology nan,8 nan,online app short comings ie advise bonus int activated allmobile app digital experiencemobile app technology,
11195516,7/23/2025 05:52:18 PM,9,"Good products and service, but i found 2 staff answering client questions were somewhat difficult to understand.",TD138403092,,9,See my response to second question above.,Call - Inbound,Product Enquiry,,"Mupas, Daisy",Genpact BCC,2025-07-17,Too early to tell,ALL->Communication/Clarity_; ALL->Ease of Service_; ALL->Helpfulness_; ALL->Phone-Not Understand_; ALL->Problem Resolution_; ALL->Products-General_; Communication->Communication/Clarity; Effort/Resolution->Problem Resolution; Overall Comments->Ease of Service; People Interaction->Helpfulness; Phone/Call Center->Phone-Not Understand; Products->Products-General,Term Deposit,7/23/2025,2025-07-23,2025-07-27,2025-07-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Term Deposit,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740035134,Deposit | My AMP,,0,0,1,"Good products and service, but i found 2 staff answering client questions were somewhat difficult to understand. ALL->Communication/Clarity_; ALL->Ease of Service_; ALL->Helpfulness_; ALL->Phone-Not Understand_; ALL->Problem Resolution_; ALL->Products-General_; Communication->Communication/Clarity; Effort/Resolution->Problem Resolution; Overall Comments->Ease of Service; People Interaction->Helpfulness; Phone/Call Center->Phone-Not Understand; Products->Products-General 0 nan nan",9 nan,products found answering client questions somewhat difficult understand allcommunicationclarity allease allhelpfulness allphonenot understand allproblem resolution allproductsgeneral communicationcommunicationclarity effortresolutionproblem resolution overall commentsease people interactionhelpfulness phonecall centerphonenot understand productsproductsgeneral,
11195504,7/23/2025 04:20:15 PM,10,,234744290,AMP CASH MANAGER,10,followed through on everything promised with a great level of knowledge,Call - Inbound,Maintenance / Servicing,,"Lunas, Montecarlo",Genpact BCC,2025-07-21,"Yes, on first call",,Account Details,7/23/2025,2025-07-23,2025-07-27,2025-07-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,No CSAT Verbatim,Positive,,,No CSAT Verbatim,1,Account Details,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048252,Deposit | My AMP,Yes,1,0,1,nan nan No CSAT Verbatim nan nan,10 nan,csat verbatim,
11195502,7/23/2025 04:04:01 PM,7,Both people I spoke to seemed knowledgeable but this is an important request and I never received the email so had to call again.  Still didnt receive it so had to use a different email address.,650650036,PROFESSIONAL PACK VARIABLE RATE LOAN - PRINCIPAL & INTEREST,7,,Call - Inbound,Work in Progress Enquiry,I didnt receive the necessary information so dont know if she has the incorrect email.,"Pulumbarit, Anna",Genpact BCC,2025-07-22,"Yes, after multiple calls",ALL->Communication/Clarity_; ALL->Follow up/Responsiveness_; ALL->Knowledge and Competence_; ALL->Timeliness_; Communication->Communication/Clarity; Effort/Resolution->Follow up/Responsiveness; Effort/Resolution->Timeliness; People Interaction->Knowledge and Competence,Discharge / Close,7/23/2025,2025-07-23,2025-07-27,2025-07-01,Bank Customer Loan,Lending Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Discharge / Close,with Verbatim,1,Lending Existing Customer,"Landicho, Janeth",740031261,Lending,Yes,1,0,1,Both people I spoke to seemed knowledgeable but this is an important request and I never received the email so had to call again.  Still didnt receive it so had to use a different email address. ALL->Communication/Clarity_; ALL->Follow up/Responsiveness_; ALL->Knowledge and Competence_; ALL->Timeliness_; Communication->Communication/Clarity; Effort/Resolution->Follow up/Responsiveness; Effort/Resolution->Timeliness; People Interaction->Knowledge and Competence 0 nan nan,7 nan,people seemed knowledgeable important request never received email still didnt receive use different email address allcommunicationclarity allfollow upresponsiveness allknowledge competence alltimeliness communicationcommunicationclarity effortresolutionfollow upresponsiveness effortresolutiontimeliness people interactionknowledge competence,
11195494,7/23/2025 01:33:27 PM,0,"Inconsistency of information between agents, is someone lying to me or are staff confused?",769438417,PROFESSIONAL PACK VARIABLE RATE LOAN - PRINCIPAL & INTEREST,1,,Call - Inbound,Retention,By not hanging up on me.,"Soriano, Hermel",Genpact LandE,2025-07-09,Not yet resolved,ALL->Ease of Service_; ALL->Reputation_; ALL->Trust and Reliability_; Brand->Trust and Reliability; Overall Comments->Ease of Service; Reputation,Interest Rate,7/23/2025,2025-07-23,2025-07-27,2025-07-01,Bank Customer Loan,Lending Existing Customer,Negative,,Service - BCC,Service - BCC,Negative,Professionalism,,with CSAT Verbatim,1,Interest Rate,with Verbatim,1,Lending Existing Customer,"Tonga, Juvirose",740048688,Distribution | Retention,No,0,1,0,"Inconsistency of information between agents, is someone lying to me or are staff confused? ALL->Ease of Service_; ALL->Reputation_; ALL->Trust and Reliability_; Brand->Trust and Reliability; Overall Comments->Ease of Service; Reputation Service - BCC Service - BCC nan",1 Professionalism,inconsistency information agents someone lying confused allease allreputation alltrust reliability brandtrust reliability overall commentsease reputation bcc,professionalism
11195476,7/23/2025 12:10:13 PM,8,Alternative options available if I didnât get to note my account number down for my new account,480712448,AMP SAVER ACCOUNT,9,Service was polite and straightforward.,Call - Inbound,Online,,"Lunas, Montecarlo",Genpact BCC,2025-07-22,"Yes, on first call",ALL->Products-General_; Products->Products-General,Other,7/23/2025,2025-07-23,2025-07-27,2025-07-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Other,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048252,Deposit | My AMP,Yes,1,0,1,Alternative options available if I didnât get to note my account number down for my new account ALL->Products-General_; Products->Products-General 0 nan nan,9 nan,alternative options available get note account number new account allproductsgeneral productsproductsgeneral,
11195475,7/23/2025 12:09:26 PM,10,When my enquiry was not able to be immediately resolved I was connected to a personal agent who was very helpful and my request for a new card was put in motion. I expect to receive it in the next few days,217487420,AMP ACCESS ACCOUNT,10,Querubin's overall pleasant manner and helpful responses made it a pleasure to deal with her,Call - Inbound,Product Enquiry,,"Balatbat, Querubin",Genpact BCC,2025-07-17,"Yes, on first call",ALL->Helpfulness_; ALL->Problem Resolution_; Effort/Resolution->Problem Resolution; People Interaction->Helpfulness,Transaction / Savings Account,7/23/2025,2025-07-23,2025-07-27,2025-07-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Transaction / Savings Account,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048069,Digicomms,Yes,1,0,1,When my enquiry was not able to be immediately resolved I was connected to a personal agent who was very helpful and my request for a new card was put in motion. I expect to receive it in the next few days ALL->Helpfulness_; ALL->Problem Resolution_; Effort/Resolution->Problem Resolution; People Interaction->Helpfulness 0 nan nan,10 nan,enquiry able immediately resolved connected personal helpful request new card put motion expect receive next days allhelpfulness allproblem resolution effortresolutionproblem resolution people interactionhelpfulness,
11195472,7/23/2025 11:59:12 AM,7,"the general staff, not the call staff, are mediocre without thinking ability",454920154,AMP SAVER ACCOUNT,8,,Call - Inbound,Product Enquiry,"he did his best, the rating is influenced by my dislike to AMP management which is channeling their inefficiencies through Surveys on staff","Lunas, Montecarlo",Genpact BCC,2025-07-22,"Yes, on first call",ALL->Communication/Clarity_; Communication->Communication/Clarity,Transaction / Savings Account,7/23/2025,2025-07-23,2025-07-27,2025-07-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Transaction / Savings Account,with Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048252,Deposit | My AMP,Yes,1,0,1,"the general staff, not the call staff, are mediocre without thinking ability ALL->Communication/Clarity_; Communication->Communication/Clarity 0 nan nan",8 nan,general mediocre without thinking ability allcommunicationclarity communicationcommunicationclarity,
11195470,7/23/2025 11:56:53 AM,8,You handled my recent request very well,898540364,OFFSET DEPOSIT ACCOUNT,9,"Polite,  helpful and efficient",Call - Inbound,Transactions,,"Gerola, Queenie",Genpact BCC,2025-07-22,"Yes, on first call",ALL->Uncategorised_; Uncategorised,Funds Transfer,7/23/2025,2025-07-23,2025-07-27,2025-07-01,Bank Customer Loan,Lending Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Funds Transfer,No Verbatim,1,Lending Existing Customer,"Gonzales, Fritz",740048868,Lending,Yes,1,0,2,You handled my recent request very well ALL->Uncategorised_; Uncategorised 0 nan nan,9 nan,handled recent request well alluncategorised uncategorised,
11195445,7/23/2025 10:40:08 AM,10,VERY Friendly and good listening skill,2283810,PROFESSIONAL PACK VARIABLE RATE LOAN - PRINCIPAL & INTEREST (INVESTMENT),10,He listened and tried to resolve the issue immediately,Call - Inbound,Maintenance / Servicing,,"Verina, Arnaldo",Genpact BCC,2025-07-22,"Yes, on first call",ALL->Listening_; ALL->Personability_; Communication->Listening; People Interaction->Personability,Change Contact Details,7/23/2025,2025-07-23,2025-07-27,2025-07-01,Bank Customer Loan,Lending Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Change Contact Details,No Verbatim,1,Lending Existing Customer,"Gonzales, Fritz",740025088,Lending,Yes,1,0,2,VERY Friendly and good listening skill ALL->Listening_; ALL->Personability_; Communication->Listening; People Interaction->Personability 0 nan nan,10 nan,friendly listening skill alllistening allpersonability communicationlistening people interactionpersonability,
11195444,7/23/2025 10:30:15 AM,0,,311595222,PROFESSIONAL PACK VARIABLE RATE LOAN - PRINCIPAL & INTEREST,1,,Call - Inbound,Retention,Told me they would call back on Monday 21st. Never did. I now need to go through this all again.,"Heray, Mark Francis Cristopher",Genpact LandE,2025-07-17,Not yet resolved,,Interest Rate,7/23/2025,2025-07-23,2025-07-27,2025-07-01,Bank Customer Loan,Lending Existing Customer,Negative,,,No CSAT Verbatim,Negative,Assistance,,No CSAT Verbatim,1,Interest Rate,with Verbatim,1,Lending Existing Customer,"Tonga, Juvirose",-,Distribution | Retention,No,0,1,0,nan nan No CSAT Verbatim nan nan,1 Assistance,csat verbatim,
11195434,7/23/2025 10:17:23 AM,9,I find it very easy to do my banking,754859663,AMP ACCESS ACCOUNT,10,,Call - Inbound,Product Enquiry,,"Romero, Aegis",Genpact BCC,2025-07-17,"Yes, on first call",ALL->Ease of Service_; Overall Comments->Ease of Service,Transaction / Savings Account,7/23/2025,2025-07-23,2025-07-27,2025-07-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Transaction / Savings Account,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048321,Deposit | My AMP,Yes,1,0,1,I find it very easy to do my banking ALL->Ease of Service_; Overall Comments->Ease of Service 0 nan nan,10 nan,find easy banking allease overall commentsease,
11195424,7/23/2025 10:04:24 AM,0,"Morning  I rang AMP on Friday 18/8 to put a hold/pause on my 2 loan repayments as I am refinancing & looking at this getting settled in the coming days . ( payment was due 20/8) The gentleman I spoke to was very helpful & said that he had done the above & all was fine. Then on Monday ,I get 2 letters from AMP telling me that I have 2 dishonoured payments ! That left me very distressed , as i have said I had made arrangements on the Friday. â¦I have an excellent history & didnât want this affecting that & my relationship with AMP, in which has been fantastic up to this point . After I received these letters I immediately rang AMP to be answered by another call centre , in which it was very hard to understand the operator , I tried to explain what had happened & asked if he could please review the recording of the fridays call , in which he said he couldnt ,I then asked could I speak to a supervisor & then was advised there was no supervisor, then I asked for a record of this call by email or reference number he said that they cannot do that & I asked for his name , his name is John â¦.. no surname is allowed to be given he informed me. I have just found it a terrible experience from such a large company who I have had great dealings with. I feel this is very detrimental to AMP , not to mention the client, hopefully this letter is read & not lost â¦â¦hopefully in future , something can be improved for all",783777990,PROFESSIONAL PACK VARIABLE RATE LOAN - INTEREST ONLY VARIABLE PAYMENT (INVESTMENT),1,,Call - Inbound,Maintenance / Servicing,"John was very niceâ¦â¦. however was very difficult to understand & had difficulty understanding what I was trying to sayâ¦ , also the operators have very limited information that can be provided to the customerâ¦  No Record of Calls , no email or reference number no.& no supervisor . John Iâm sure was trying his very best & was polite it was just the above that made all this a very difficult unpleasant experience","Salvacion, John",Genpact BCC,2025-07-21,Too early to tell,ALL->Calling AMP_; ALL->Communication/Clarity_; ALL->Follow up/Responsiveness_; ALL->Helpfulness_; ALL->Payments_; ALL->Phone-Reach Rep_; ALL->Processes/Procedures_; Communication->Communication/Clarity; Effort/Resolution->Follow up/Responsiveness; Effort/Resolution->Processes/Procedures; People Interaction->Helpfulness; Phone/Call Center->Calling AMP; Phone/Call Center->Phone-Reach Rep; Transactions->Payments,Loan Repayments,7/23/2025,2025-07-23,2025-07-27,2025-07-01,Bank Customer Loan,Lending Existing Customer,Negative,,Service - BCC,Service - BCC,Negative,Communication,,with CSAT Verbatim,1,Loan Repayments,with Verbatim,1,Lending Existing Customer,"Landicho, Janeth",740047912,Lending,,0,0,1,"Morning  I rang AMP on Friday 18/8 to put a hold/pause on my 2 loan repayments as I am refinancing & looking at this getting settled in the coming days . ( payment was due 20/8) The gentleman I spoke to was very helpful & said that he had done the above & all was fine. Then on Monday ,I get 2 letters from AMP telling me that I have 2 dishonoured payments ! That left me very distressed , as i have said I had made arrangements on the Friday. â¦I have an excellent history & didnât want this affecting that & my relationship with AMP, in which has been fantastic up to this point . After I received these letters I immediately rang AMP to be answered by another call centre , in which it was very hard to understand the operator , I tried to explain what had happened & asked if he could please review the recording of the fridays call , in which he said he couldnt ,I then asked could I speak to a supervisor & then was advised there was no supervisor, then I asked for a record of this call by email or reference number he said that they cannot do that & I asked for his name , his name is John â¦.. no surname is allowed to be given he informed me. I have just found it a terrible experience from such a large company who I have had great dealings with. I feel this is very detrimental to AMP , not to mention the client, hopefully this letter is read & not lost â¦â¦hopefully in future , something can be improved for all ALL->Calling AMP_; ALL->Communication/Clarity_; ALL->Follow up/Responsiveness_; ALL->Helpfulness_; ALL->Payments_; ALL->Phone-Reach Rep_; ALL->Processes/Procedures_; Communication->Communication/Clarity; Effort/Resolution->Follow up/Responsiveness; Effort/Resolution->Processes/Procedures; People Interaction->Helpfulness; Phone/Call Center->Calling AMP; Phone/Call Center->Phone-Reach Rep; Transactions->Payments Service - BCC Service - BCC nan",1 Communication,morning rang amp friday put holdpause loan repayments refinancing looking getting settled coming days payment due gentleman helpful said done monday get letters amp telling dishonoured payments left distressed said made arrangements friday history want affecting relationship amp fantastic point received letters immediately rang amp answered another centre hard understand operator tried explain happened asked review recording fridays said couldnt asked speak supervisor advised supervisor asked record email reference number said asked name john surname allowed given informed found terrible experience large company dealings feel detrimental amp mention client hopefully letter read lost future something improved allcalling amp allcommunicationclarity allfollow upresponsiveness allhelpfulness allpayments allphonereach rep allprocessesprocedures communicationcommunicationclarity effortresolutionfollow upresponsiveness effortresolutionprocessesprocedures people interactionhelpfulness phonecall centercalling amp phonecall centerphonereach rep transactionspayments bcc,communication
